article_id,article_num,infraction_desc,categorie_vehicule,amende_fixe,points_retrait,type_article,mots_cles,has_vitesse,has_alcool,has_ceinture,has_telephone,has_stationnement,has_feu_rouge,has_suspension,has_prison,has_recidive,has_transport
ART_132,132,،تبلغ املعلومات املتعلقة بوجود رخصة السياقة وصنفها وصالحيتها وبهوية صاحبها، بناء على طلبهم محامي أو وكيل صاحب رخصة السياقة ؛- 1 السلطات األجنبية املختصة، قصد إثبات صحة رخصة السياقة، طبقا لالتفاقات الدولية- 2,non_specifie,,,definition,السلطات | املدنيه | مركبات | محرري | رخصه,0,0,0,0,0,0,0,0,0,0
ART_133,133,أعاله ووفق الشروط والكيفيات122 تقوم السلطات املختصة أو تعمل على القيام، طبقا ألحكام املادة : التي تحددها اإلدارة، بتسجيل املعطيات املتعلقة باملركبات في الجذاذية الوطنية للمركبة، خاصة منها ، املعلومات املتعلقة بهوية املالك وعنوانه ورقم بطاقته الوطنية وجنسيته ومهنته وعند االقتضاء- 1,remorque,,,definition,املعطيات | ورقم | املعلومات | املتعلقه | للمركبه,0,0,0,0,0,0,0,0,0,0
ART_134,134,من13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (غريت مبوجب املادة األوىل من القانون رقم )5872 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18 ( 1437 شوال يحق لصاحب شهادة التسجيل أو سند امللكية االطالع على الكشف الكامل للبيانات املتعلقة,non_specifie,,,sanction,املعطيات | الكشف | نسخه | سند | امللكيه,0,0,0,0,0,0,0,0,0,0
ART_135,135,من13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (غريت ومتمت مبوجب املادة األوىل من القانون رقم )5872 )، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18( 1437 شوال : أعاله، بناء على طلبهم، إلى133 تبلغ املعلومات واملعطيات املشار إليها في املادة,non_specifie,,,sanction,املكلفه | القضاييه | ملكيه | العموميه | الحكوميه,0,0,0,0,0,0,0,0,0,0
ART_136,136,من13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (غريت مبوجب املادة األوىل من القانون رقم )5872 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18( 1437 شوال تبلغ املعلومات املتعلقة بشهادات التسجيل أو سند امللكية والخصائص التقنية للمركبة، ألجل,vehicule_motorise,,,sanction,الحادثه | الذين | التقنيه | السير | ذات,0,0,0,0,0,0,0,0,0,0
ART_138,138,: تحدد على النحو التالي أنواع املخالفات ألحكام هذا القانون وللنصوص الصادرة لتطبيقه -	املخالفات من الدرجة األولى ؛ -	املخالفات من الدرجة الثانية ؛,non_specifie,,,definition,الدرجه | املخالفات | الثالثه | الثانيه | تحدد,0,0,0,0,0,0,0,0,0,0
ART_139,139,من القانون الجنائي، تعتبر الغرامات املنصوص عليها في هذا القانون18 استثناء من أحكام الفصل للمعاقبة على املخالفات ألحكامه وألحكام النصوص الصادرة لتطبيقه. ما عدا الغرامات املحددة في 177 إلى175 وفي املواد من166 و165 و163 وفي املواد161 إلى155 وفي املواد152 و148 و143 املواد,non_specifie,,,definition,وفي | املواد | الغرامات | مبلغها | الجنايي,0,0,0,0,0,0,0,0,0,0
ART_140,140,يكون كل سائق مسؤوال جنائيا عما يرتكبه من مخالفات ألحكام هذا القانون والنصوص الصادرة,non_specifie,,,definition,سايق | والنصوص | لتطبيقه | الصادره | الحكام,0,0,0,0,0,0,0,0,0,0
ART_141,141,إذا ارتكبت مخالفة ألحكام هذا القانون والنصوص الصادرة لتطبيقه، بواسطة مركبة مسجلة في اسم شخص ذاتي ولم يتم التعرف على هوية السائق أثناء معاينة املخالفة، أو تعذر التعرف عليه فيما بعد وكانت العقوبة املنصوص عليها هي الغرامة، اعتبرت هذه املخالفة كما لو ارتكبها الشخص املقيد,vehicule_motorise,,,definition,هويه | املخالفه | اثبات | وسايل | اثناء,0,0,0,0,0,0,0,0,0,0
ART_142,142,إذا ارتكبت مخالفة ألحكام هذا القانون والنصوص الصادرة لتطبيقه، بواسطة مركبة مسجلة في اسم شخص معنوي، ولم يتم التعرف على هوية السائق أثناء معاينة املخالفة، أو تعذر التعرف عليه فيما بعد، يجب على األشخاص الذاتيين الذين يمثلون الشخص املعنوي الكشف عن هوية السائق,vehicule_motorise,,,definition,هويه | الكشف | الشخص | املسوول | الذين,0,0,0,0,0,0,0,0,0,0
ART_143,143,يكون مالك املركبة أو الشاحن أو الناقل للبضائع أو لألشخاص عبر الطرق أو الوكيل بالعمولة أو املرسل أو املرسل إليه أو كل مصدر آخر لألمر، الذي أحدث أو ساهم في إحداث وضعية مسببة لضرر، مسؤوال جنائيا، إذا ثبت أنه خرق بشكل عمدي أحد واجبات االحتياط الخاصة أو أحد واجبات,non_specifie,,,obligation,الشخص | احد | الف | انه | االخالل,0,0,0,0,0,0,0,0,1,0
ART_144,144,يكون كل مالك مركبة أو حيوانات مسؤوال عن الغرامات والتعويض عن الضرر واملصاريف التي يمكن أن يحكم بها على تابعه، بموجب هذا القانون، من أجل مخالفة مرتكبة أثناء القيام باملهام التي ،غير أنه يمكن للمحكمة، دون اإلخالل باملسؤولية الجنائية التي يتعرض لها السائق، أن تقرر,vehicule_motorise,,,definition,الغرامات | بموجب | التابع | اداء | السايق,0,0,0,0,0,0,0,0,0,0
ART_145,145,،عندما يحرر أكثر من محضر لسائق بشأن مخالفة تتعلق بعيوب ميكانيكية في املركبة أو في معداتها ماعدا العيوب املتعلقة بأجهزة السالمة، فال يجوز معاقبته إال مرة واحدة من أجل ارتكاب نفس .) ساعة الفاصل بين املعاينة األولى واملعاينة األخيرة للمخالفة72( املخالفة داخل أجل اثنين وسبعين,non_specifie,,,definition,محضر | عندما | واحده | اجل | ساعه,0,0,0,0,0,0,0,0,0,0
ART_146,146,من القانون الجنائي، عندما تتم معاينة عدة مخالفات ضد نفس121 استثناء من أحكام الفصل .الشخص، تضم العقوبات املالية املقررة بالنسبة إلى كل جنحة وكل مخالفة,non_specifie,,,definition,الجنايي | عندما | الفصل | جنحه | العقوبات,0,0,0,0,0,0,0,0,0,0
ART_147,147,ال يمكن نقل ملكية أية مركبة، ما لم يقرر القضاء خالف ذلك، أو تحصيل الضريبة الخصوصية السنوية على السيارات أو الرسم على محور املحرك إال بعد إثبات أداء الغرامات الصادر في شأنها على .املالك مقرر قابل للتنفيذ من أجل مخالفة ألحكام هذا القانون وللنصوص الصادرة لتطبيقه,vehicule_motorise,,,definition,ملكيه | اثبات | الغرامات | املالك | السيارات,0,0,0,0,0,0,0,0,0,0
ART_148,148,بعده، يعاقب بغرامة من ألفين149 دون اإلخالل بالعقوبات األشد ومع مراعاة أحكام املادة : ) درهم، كل شخص4.000( ) إلى أربعة آالف2.000( . يسوق مركبة تتطلب سياقتها الحصول على رخصة سياقة دون أن يكون حاصال على تلك الرخصة- 1,moto,,,obligation,يسوق | الحصول | محرك | املعنيه | مركبه,0,0,0,0,0,0,0,0,1,0
ART_149,149,أعاله، توقف املركبة في مكانها إلى أن يقوم بسياقتها سائق148 في الحاالت املشار إليها في املادة حاصل على رخصة سياقة من نفس صنف املركبة يقترحه املخالف أو، عند االقتضاء، مالك املركبة أو حائزها. وإذا تعذر ذلك، جاز لألعوان محرري املحاضر اتخاذ كافة التدابير الضرورية إليداع,moto,,,definition,املركبه | باملحجز | محرري | اتخاذ | صنف,0,0,0,0,0,0,0,0,0,0
ART_150,150,من القانون الجنائي ودون اإلخالل بالعقوبات361 في ماعدا الحاالت املنصوص عليها في الفصل ) إلى5.000( ) أشهر وبغرامة من خمسة آالف درهم6( األشد، يعاقب بالحبس من شهر واحد إلى ستة ) درهم أو بإحدى هاتين العقوبتين فقط، كل شخص حصل بعد اجتياز امتحان20.000( عشرين ألف,non_specifie,,,obligation,الجنايي | درهم | الفصل | العقوبتين | عشرين,0,0,0,0,0,0,0,0,0,0
ART_151,151,) إلى خمسة آالف2.000( ) سنوات وبغرامة من ألفين3( ) أشهر إلى ثالث6( يعاقب بالحبس من ستة : ) درهم، كل شخص5.000( استعمل وسائل غير قانونية للمشاركة في امتحان الحصول على رخصة السياقة دون أن يكون- 1,non_specifie,,,obligation,امتحان | الحصول | سنوات | رخصه | السياقه,0,0,0,0,0,0,0,0,0,0
ART_152,152,) درهم، كل شخص صدر في حقه8.000( ) درهم إلى ثمانية آالف2.000( يعاقب بغرامة من ألفي :مقرر قضائي حائز لقوة الآشيء املقغضي به أو قرار إداري بتوقيف رخصة السياقة أو بسحبها أو بإلغائها لم يودع رخصة السياقة الخاصة به لدى اإلدارة، داخل اآلجال املحددة له ؛- 1,vehicule_motorise,,,obligation,الحصول | املحدد | االجل | درهم | الخاصه,0,0,0,0,0,0,0,0,1,0
ART_153,153,أعاله، قد صدر في حقه مقرر152 إذا كان املخالف وقت ارتكابه إحدى املخالفات املنصوص عليها في املادة قضائي حائز لقوة الآشيء املقغضي به بتوقيف رخصة السياقة، فعلى املحكمة املختصة تحويل توقيف الرخصة إلى إلغاء، مع املنع من التقدم المتحان الحصول على رخصة سياقة جديدة خالل مدة تتراوح,non_specifie,,,definition,لقوه | حايز | مقرر | الاشيء | املقغضي,0,0,0,0,0,0,0,0,0,0
ART_154,154,) درهم إلى1.200( ) سنوات وبغرامة من ألف ومائتي3( ) أشهر إلى ثالث6( يعاقب بالحبس من ستة ) درهم كل شخص يسوق برخصة سياقة مزورة مركبة تتطلب سياقتها الحصول5.000( خمسة آالف ال يجوز للمخالف اجتياز امتحان الحصول على رخصة سياقة إال بعد انصرام أجل يتراوح بين سنة,vehicule_motorise,200.0,,obligation,سياقه | الحصول | ثالث | درهم | واحده,0,0,0,0,0,0,0,0,0,0
ART_155,155,من شوال13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (غريت مبوجب املادة األوىل من القانون رقم )5872 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18( 1437 ) درهم كل شخص استعمل رخصة5.000( ) إلى خمسة آالف2.000( يعاقب بغرامة من ألفين,moto,,,sanction,بطاقه | سايق | بصفه | الخاصه | املركبه,0,0,0,0,0,0,0,0,1,0
ART_156,156,) درهم عن كل مركبة، كل30.000( ) إلى ثالثين ألف15.000( يعاقب بغرامة من خمسة عشر ألف : صانع مركبات أو وكيل أو مستورد أو مالك لها عرض أو يعرض للبيع مركبة أو عدة مركبات غير مصادق عليها أو غير مطابقة للصنف املصادق- 1,moto,100.0,,obligation,مركبات | الف | االجمالي | مركبه | يعاقب,0,0,0,0,0,0,0,0,1,0
ART_157,157,) درهم، كل صانع مركبات أو30.000( ) إلى ثالثين ألف5.000( يعاقب بغرامة من خمسة آالف ،كل وكيل أو مستورد أو مالك لها رفض إخضاع مركبته، التي أدخل تغييرا على خصائصها التقنية .للمصادقة من جديد أو أهمل ذلك,vehicule_motorise,50.0,,obligation,الف | يعاقب | درهم | الغرامه | العود,0,0,0,0,0,0,0,0,1,0
ART_158,158,يعاقب على إعادة استخدام كل مركبة خاضعة للتسجيل أصيبت بأضرار خطيرة دون تقديم تقرير : خبرة بشأنها ودون املصادقة عليها بغرامة ) درهم بالنسبة للمركبات التي يقل وزنها30.000( ) إلى ثالثين ألف5.000( من خمسة آالف- 1,vehicule_motorise,60.0,,obligation,كيلوغرام | وزنها | للمركبات | املاذون | محمله,0,0,0,0,0,0,0,0,0,0
ART_159,159,يعاقب على االستمرار في استخدام مركبة، على الطريق العمومية، خاضعة للتسجيل بمقتغضى : أحكام هذا القانون، غير قابلة لإلصالح تقنيا واملسحوبة شهادة تسجيلها، بغرامة ) درهم بالنسبة للمركبات التي يقل وزنها30.000( ) إلى ثالثين ألف5.000( من خمسة آالف- 1,vehicule_motorise,60.0,,obligation,كيلوغرام | وزنها | للمركبات | املاذون | محمله,0,0,0,0,0,0,0,0,0,0
ART_160,160,من13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (غريت مبوجب املادة األوىل من القانون رقم )5873 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )،ج.ر عدد2016 يوليو18( 1437 شوال ) درهم، كل من استخدم مركبة خاضعة6.000( ) إلى ستة آالف2.000( يعاقب بغرامة من ألفين,vehicule_motorise,,,sanction,خاضعه | امللكيه | حين | لفايده | الدوله,0,0,0,0,0,0,0,0,0,0
ART_161,161,بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (نسخت وعوضت مبوجب املادة الثانية من القانون رقم )5881 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18( 1437 من شوال13 ) درهم، كل سائق مركبة، خاضعة12.000( ) إلى اثني عشر ألف2.000( يعاقب بغرامة من ألفين,vehicule_motorise,,,sanction,خاضعه | املعنيه | املركبه | التوفر | حين,0,0,0,0,0,0,0,0,0,0
ART_162,162,من13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (غريت مبوجب املادة األوىل من القانون رقم )5873 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18( 1437 شوال ) إلى خمسة آالف2.000( ) سنوات وبغرامة من ألفين3( ) أشهر إلى ثالث6( يعاقب بالحبس من ستة,vehicule_motorise,60.0,,obligation,قام | ستين | مالك | الف | تامر,0,0,0,0,0,0,0,0,1,0
ART_163,163,) درهم عن عدم تقديم التصريح5.000( ) إلى خمسة آالف3.000( يعاقب بغرامة من ثالثة آالف . أعاله62 املنصوص عليه في املادة,non_specifie,,,obligation,االف | تقديم | ثالثه | عدم | خمسه,0,0,0,0,0,0,0,0,0,0
ART_164,164,) إلى اثني5.000( ) أشهر وبغرامة من خمسة آالف6( يعاقب بالحبس من شهر واحد إلى ستة ) درهم أو بإحدى هاتين العقوبتين فقط، كل مسؤول عن استغالل مركبة لنقل12.000( عشر ألف البضائع أو مركبة للنقل الجماعي لألشخاص خاضعة إلجبارية تجهيزها بجهاز لتحديد السرعة,vehicule_motorise,200.0,,obligation,للنقل | السرعه | البضايع | الجماعي | خاضعه,1,0,0,0,0,0,0,0,1,0
ART_165,165,يمنع وضع أو تكييف أو استعمال أو تركيب آلة أو جهاز أو مادة معدة إما لكشف وجود أداة مستعملة .ملعاينة املخالفات ألحكام هذا القانون والنصوص الصادرة لتطبيقه وإما لإلخالل بسير تلك األداة ) إلى عشرة آالف5.000( يعاقب على كل مخالفة ألحكام الفقرة السابقة بغرامة من خمسة آالف,non_specifie,,,obligation,لفايده | الدوله | تامر | االف | الحكام,0,0,0,0,0,0,0,0,0,0
ART_166,166,)10.000( ) إلى عشرة آالف5.000( دون اإلخالل بالعقوبات األشد، يعاقب بغرامة من خمسة آالف : درهم، على ما يلي القيام في الطريق العمومية أو ملحقاتها باستخدام مركبة أو أي آلة أو أريبة أخرى قد تلحق- 1,moto,3000.0,,sanction,يتعرض | الحكم | هما | عدم | الحادثه,1,1,0,0,0,0,1,1,0,0
ART_167,167,من13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (غريت مبوجب املادة األوىل من القانون رقم )5873 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18 ( 1437 شوال كل سائق ثبتت مسؤوليته عن حادثة سير وتسبب للغير، نتيجة هذه الحادثة، عن غير عمد، بعدم,moto,200.0,,sanction,عدم | الحادثه | تاثير | احترام | تحت,1,1,0,0,0,0,1,0,0,0
ART_168,168,من شوال13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (غريت مبوجب املادة األوىل من القانون رقم )5873 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18( 1437 .) أشهر3( لتوقيف رخصة السياقة ملدة167 يتعرض مرتكبو املخالفات املنصوص عليها في املادة,non_specifie,,,sanction,الحكم | هما | الجنايي | معا | الفصل,0,0,0,0,0,0,0,1,0,0
ART_169,169,من شوال13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (غريت مبوجب املادة األوىل من القانون رقم )5873 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18 ( 1437 الحادثة عن غير عمد، بعدم كل سائق ثبتت مسؤوليته عن حادث سير وتسبب للغير، نتيجة هذه,moto,,,sanction,عدم | الحادثه | تاثير | احترام | تحت,1,1,0,0,0,0,1,0,0,0
ART_170,170,: أعاله ملا يلي169 يتعرض مرتكبو املخالفات املنصوص عليها في املادة توقيف رخصة السياقة ملدة ثالثة أشهر إلى سنة ؛- 1 أعاله، إلغاء رخصة السياقة مع املنع169 في الحاالت املنصوص عليها في الفقرة الثانية من املادة- 2,non_specifie,,,definition,الحكم | هما | الجنايي | معا | الفصل,0,0,0,0,0,0,1,1,0,0
ART_171,171,من13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (غريت مبوجب املادة األوىل من القانون رقم )5874 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18 ( 1437 شوال يخضع لزوما، بأمر من وكيل امللك، لخبرة طبية كل شخص، ضحية حادثة سير أدلى للمحكمة,non_specifie,,,sanction,سير | حادثه | االولي | الفقره | امللك,0,0,0,0,0,0,0,0,0,0
ART_172,172,من13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (غريت مبوجب املادة األوىل من القانون رقم )5874 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18 ( 1437 شوال كل سائق ثبتت مسؤوليته عن حادثة سير وتسبب، نتيجة هذه الحادثة، بعدم تبصره أو عدم,moto,500.0,,sanction,عدم | الحادثه | تاثير | احترام | تحت,1,1,0,0,0,0,1,0,0,0
ART_173,173,: أعاله ملا يلي172 يتعرض مرتكبو املخالفات املنصوص عليها في املادة توقيف رخصة السياقة ملدة سنة إلى ثالث سنوات ؛- 1 أعاله، إلغاء رخصة السياقة مع املنع172 في الحاالت املنصوص عليها في الفقرة الثانية من املادة- 2,non_specifie,,,definition,الحكم | هما | الجنايي | معا | الفصل,0,0,0,0,0,0,1,1,0,0
ART_174,174,يجب على اإلدارة، في حالة عدم توصلها بنسخة من الحكم بتوقيف رخصة السياقة، أن ترجع الرخصة . أعاله173 و170 و168 إلى صاحبها، عند انصرام املدة القصوى املنصوص عليها في املواد الجنح املتعلقة بسلوك السائق,non_specifie,,,definition,الحكم | املده | القصوي | بتوقيف | انصرام,0,0,0,0,0,0,0,0,0,0
ART_175,175,) درهم وبتوقيف رخصة السياقة8.000( ) إلى ثمانية آالف4.000( يعاقب بغرامة من أربعة آالف : ملدة تتراوح ما بين شهر واحد وثالثة أشهر، كل سائق ارتكب إحدى املخالفات التالية - كلم في الساعة ؛50 تجاوز السرعة القصوى املسموح بها بما يعادل أو يفوق,non_specifie,,,obligation,االف | شهر | بين | ملده | اشهر,1,0,0,0,0,0,0,0,1,0
ART_176,176,) درهم وبتوقيف رخصة السياقة3.000( ) إلى ثالثة آالف1.200( يعاقب بغرامة من ألف ومائتين : ملدة تتراوح ما بين شهر واحد وثالثة أشهر، كل سائق ارتكب إحدى املخالفات التالية -	عدم تشغيل جهاز قياس السرعة وزمن السياقة ؛,non_specifie,200.0,,obligation,عدم | وزمن | قياس | املده | ومايتين,1,0,0,0,0,0,0,0,1,0
ART_177,177,يعاقب مالك املركبة عن تجاوز الوزن اإلجمالي املأذون به للمركبة محملة، املقيد في شهادة التسجيل، بما .) درهم عن كل طن من الحمولة الزائدة2.000( ) إلى ألفي1.200( بغرامة من ألف ومائتين% 40 يفوق .يعتبر كل جزء من الطن يتجاوز خمسمائة كيلوغرام بمثابة طن,vehicule_motorise,200.0,,obligation,ارتكاب | بمثابه | يعاقب | ومايتين | كيلوغرام,0,0,0,0,0,0,0,0,1,0
ART_178,178,دون اإلخالل بالعقوبات األشد، يعاقب عن تجاوز الوزن املأذون به عند املرور بإحدى منشآت )4.000( ) إلى أربعة آالف1.500( العبور، بالحبس من شهر إلى ثالثة أشهر وبغرامة من ألف وخمسمائة .درهم عن كل طن زائد أو بإحدى هاتين العقوبتين فقط,non_specifie,,,obligation,باحدي | ملده | عالوه | ذلك | بمثابه,0,0,0,0,0,0,0,0,1,0
ART_179,179,يمنع القيام في الطرق السيارة واملسالك املوصلة إليها بسباقات املركبات ذات محرك أو التظاهرات .الرياضية األخرى أيا كان اسمها األمانة العامة للحكومة,voiture,200.0,,obligation,املوصله | تسير | االخري | الف | عشرين,0,0,0,0,0,0,0,0,0,0
ART_180,180,.يمنع القيام في الطرق السيارة واملسالك املوصلة إليها بسباقات الراجلين أو الدراجات ) درهم، كل من خالف أحكام الفقرة3.000( ) إلى ثالثة آالف1.200( يعاقب بغرامة من ألف ومائتين ) درهم، منظمو سباقات الراجلين3.000( ) إلى ثالثة آالف1.200( يعاقب بغرامة من ألف ومائتين,voiture,200.0,,obligation,ومايتين | املوصله | تسير | الف | الدراجات,0,0,0,0,0,0,0,0,0,0
ART_181,181,من13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (غريت مبوجب املادة األوىل من القانون رقم )5874 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18 ( 1437 شوال )1200( دون اإلخالل بالعقوبات التي يتعرض لها ألي سبب آخر، يعاقب بغرامة من ألف ومائتين,non_specifie,2000.0,,sanction,رفض | االمر | الصادره | ومايتين | احد,0,0,0,0,0,0,0,0,0,0
ART_182,182,من هذا القانون، يعاقب بالحبس من شهر إلى ستة172 و169 و167 دون اإلخالل بأحكام املواد ،) درهم أو بإحدى هاتين العقوبتين فقط10.000( ) إلى عشرة آالف2.000( أشهر وبغرامة من ألفين كل سائق ارتكب حادثة سير أو تسبب في وقوعها ولم يتوقف وحاول، سواء بالفرار أو بتغيير حالة,non_specifie,,,obligation,ملده | الحادثه | تتراوح | يتوقف | املدنيه,0,0,0,0,0,0,0,0,1,0
ART_183,183,الصادر بتنفيذه الظهري الرشيف116.14 (غريت مبوجب املادة األوىل من القانون رقم 6490 )، ج.ر عدد2016 يوليو18 ( 1437 من شوال13 بتاريخ1.16.106 رقم )5874 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ,vehicule_motorise,,,obligation,تاثير | واحده | الكحول | يسوق | تحت,0,1,0,0,0,0,0,0,1,0
ART_184,184,من13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (متمت مبوجب املادة األوىل من القانون رقم )5874 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18 ( 1437 شوال ) إلى ألف700( يعاقب كل شخص ارتكب مخالفة من الدرجة األولى بغرامة من سبعمائة,voiture,400.0,,sanction,ورقه | وزمن | السيار | عدم | قياس,1,0,1,0,0,0,0,0,1,0
ART_185,185,من13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (غريت ومتمت مبوجب املادة األوىل من القانون رقم )5875 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18 ( 1437 شوال ) درهم، كل شخص ارتكب مخالفة من الدرجة1.000( ) إلى ألف500( يعاقب بغرامة من خمسمائة,moto,500.0,,sanction,السيار | والدراجات | عدم | العجالت | احترام,1,0,1,1,0,0,0,0,1,0
ART_186,186,من13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (غريت مبوجب املادة األوىل من القانون رقم )5875 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18 ( 1437 شوال دون اإلخالل بالعقوبات األشد، املنصوص عليها في هذا القانون أو في نص تشريعي خاص، يعاقب,non_specifie,600.0,,sanction,الدرجه | املنصوص | تطبيقا | اجل | االشد,0,0,0,0,0,0,0,0,1,0
ART_187,187,) درهما عن كل مخالفة لقواعد السير املقررة50( ) إلى خمسين20( يعاقب بغرامة من عشرين . أعاله94 تطبيقا للمادة مخالفة خاصة بسائقي وحراس الحيوانات,non_specifie,50.0,,definition,مخالفه | تطبيقا | عشرين | خاصه | املقرره,0,0,0,0,0,0,0,0,0,0
ART_188,188,: ) درهم600( ) إلى ستمائة300( يعاقب بغرامة من ثالثمائة كل سائق أو حارس لقطعان أو حيوانات ترك قطعانه أو حيواناته في الطريق العمومية، أو سمح- 1 لها بالتجول أو الرعي فيها، ومالك القطعان أو الحيوانات في حالة نقص ملحوظ في حراسة القطعان,non_specifie,600.0,,obligation,سايق | يسوق | الطرق | فيها | الفرع,0,0,0,0,0,0,0,0,0,0
ART_189,189,ال يعاقب على عدم وجود أو عدم كفاية أضواء املركبات، املنصوص عليها في هذا القانون وفي النصوص الصادرة لتطبيقه، إذا ثبت أن عدم وجودها أو عدم كفايتها ناتج عن سبب عارض طرأ خالل .السير على الطريق العمومية وأن السائق تداركه بإنارة ارتجالية كافية لإلشارة إلى وجود مركبته,non_specifie,,,definition,عدم | وجود | االول | السايق | املخالفات,0,0,0,0,0,0,0,0,0,0
ART_190,190,عالوة على ضباط وأعوان الشرطة القضائية، يكلف بالبحث عن املخالفات ألحكام هذا القانون : والنصوص الصادرة لتطبيقه ومعاينتها الضباط واألعوان التابعون للدرك امللكي ؛- 1,non_specifie,,,definition,والنصوص | املخالفات | لتطبيقه | الصادره | الحكام,0,0,0,0,0,0,0,0,0,0
ART_191,191,من شوال13 بتاريخ1.16.106 الصادر بتنفيذه الظهري الرشيف رقم116.14 (متمت مبوجب املادة األوىل من القانون رقم )5875 :)، ص2016 أغسطس11( 1437 ذي القعدة7 بتاريخ6490 )، ج.ر عدد2016 يوليو18 ( 1437 : يؤهل، وفقا لهذا القانون، الضباط واألعوان املشار إليهم في املادة السابقة، للقيام بما يلي,non_specifie,,,sanction,االحتفاظ | املركبات | مراقبه | لهذا | الصادره,0,0,0,0,0,0,0,0,0,0
ART_192,192,أعاله، أن يحملوا خالل ممارسة املراقبة على190 يجب على الضباط واألعوان املشار إليهم في املادة الطريق العمومية شارة خاصة تظهر على الخصوص، االسم الشخظصي والعائلي للضابط أو العون . املعني وصفته وصورته ورقمه املنهي,non_specifie,,,definition,السيار | الطريق | لدن | عند | املركبات,0,0,0,0,0,0,0,0,0,0
ART_193,193,من هذا القانون، على كل مستعمل181 يجب، تحت طائلة العقوبات املنصوص عليها في املادة أعاله والذين يستوفون190 للطريق العمومية االمتثال ألوامر الضباط واألعوان املشار إليهم في املادة . أعاله192 الشروط املحددة في املادة,non_specifie,,,definition,للطريق | يجب | اليهم | العقوبات | تحت,0,0,0,0,0,0,0,0,0,0
ART_194,194,يجب على العون محرر املحضر، ألجل معاينة مخالفة ألحكام هذا القانون وللنصوص الصادرة إيقاف املركبة املعنية ؛- 1 طلب مستندات السير الخاصة بالسائق وباملركبة ؛- 2,non_specifie,,,definition,املخالفه | لتطبيقه | الصادره | باملخالفه | محضر,0,0,0,0,0,0,0,0,0,0
